(1, 0.4503599627370496)
(2, 0.32559618827182735)
(3, 0.5818068704715298)
(4, 0.7075787666265694)
(5, 1.5556801420460689)
(6, 2.2560021130039636)
(7, 1.18474618352645)
(8, 5.953722238355947)
(9, 2.9689219419538757)
(10, 2.779619536498146)
(11, 2.3125556575460613)
(12, 2.295685348912726)
(13, 3.160208904401886)
(14, 1.8967180990392674)
(15, 2.020987694493602)
(16, 3.6824876822565553)
(17, 3.534459896823419)
(18, 4.40872553358293)
(19, 1.9262759682773092)
(20, 2.647334831089539)
(21, 2.559793649477534)
(22, 2.662321417163734)
(23, 2.6916458729929365)
(24, 3.095241129048452)
(25, 2.5451089985744906)
(26, 3.2843148026316853)
(27, 2.136452233249417)
(28, 2.4936052709038647)
(29, 3.97458757535385)
(30, 1.7361417282495681)
(31, 2.5435179841425777)
(32, 3.132930984156103)
(33, 3.1573749598814285)
(34, 2.660934757288052)
(35, 3.5603891832693244)
(36, 3.066225715235591)
(37, 2.852225372055424)
(38, 2.6058595744736346)
(39, 2.8423665936491176)
(40, 3.3635819818629584)
(41, 2.3034541818481524)
(42, 2.4762613808366587)
(43, 2.81480910327439)
(44, 2.3265585528009134)
(45, 3.002439330410518)
(46, 2.93987085703316)
(47, 3.102626812414767)
(48, 3.731747608795057)
(49, 2.746703983442599)
(50, 3.44504526319808)
(51, 2.57416734666031)
(52, 2.754624163157819)
(53, 3.5784572983279737)
(54, 4.039742073257687)
(55, 2.5690205098045844)
(56, 3.754402014784703)
(57, 2.666533227307789)
(58, 2.3301831659180055)
(59, 3.1344539730349625)
(60, 2.647580759424041)
(61, 2.61408160161027)
(62, 2.830776185089819)
(63, 2.3790960664463223)
(64, 3.2590240252662084)
(65, 3.466334619987165)
(66, 2.930826070773414)
(67, 3.9825020423136515)
(68, 2.606650651258069)
(69, 3.7369243412520605)
(70, 3.088326473375397)
(71, 3.3834088893295493)
(72, 3.2105419405072935)
(73, 2.8678154450255695)
(74, 2.5632076580522423)
(75, 2.821601870249521)
(76, 2.099625550356296)
(77, 2.9509002371128927)
(78, 4.089734969053218)
(79, 3.3973874790439154)
(80, 3.096015793375992)
(81, 4.136700936067637)
(82, 2.6702774429462997)
(83, 4.146926211763731)
(84, 3.129529381935247)
(85, 2.811530957661296)
(86, 2.8171046300211517)
(87, 2.7649871578903538)
(88, 2.6558222207605118)
(89, 3.4147563462719175)
(90, 3.1007634386768292)
(91, 3.001667958647132)
(92, 2.4978107503523805)
(93, 4.22985772140402)
(94, 2.4932743208796406)
(95, 2.58450795676409)
(96, 3.4837251647354326)
(97, 2.672312722499273)
(98, 2.69000254539081)
(99, 2.9597131223308613)
(100, 2.7266798904791503)
(101, 3.759978063346824)
(102, 3.599125735089359)
(103, 3.031714514980214)
(104, 2.7535908530486015)
(105, 3.554530796184205)
(106, 3.2197168957000106)
(107, 2.9097718248051234)
(108, 3.2944409988155248)
(109, 3.2921747061443716)
(110, 3.4539619845337857)
(111, 3.2754433853547567)
(112, 3.6711409238846375)
(113, 2.9878474343282093)
(114, 2.5558306194806812)
(115, 2.614569857845574)
(116, 3.761602336752265)
(117, 3.2798088608918157)
(118, 3.1752490506490623)
(119, 3.088319942966521)
(120, 2.4808784856647628)
(121, 3.3079505479157794)
(122, 2.274220408093842)
(123, 3.4566375631557524)
(124, 3.37426628192118)
