(1, -1.4856646659352057)
(2, -0.7833845689993549)
(3, -0.7658708082971248)
(4, -0.76515888168138915)
(5, -0.7712846978371594)
(6, -0.7831812597439203)
(7, -0.7649412994815815)
(8, -0.804657883643669)
(9, -0.7703900304696724)
(10, -0.76475935755443665)
(11, -0.7722134159597815)
(12, -0.7788084815529228)
(13, -0.7656481936498686)
(14, -0.7649410358504138)
(15, -0.7648529459345717)
(16, -0.7719489464401523)
(17, -0.7706712802658981)
(18, -0.7647615120031446)
(19, -0.7654409661039818)
(20, -0.7651130063334968)
(21, -0.7765912495981873)
(22, -0.7674022866925974)
(23, -0.7679491759624437)
(24, -0.7666907534466336)
(25, -0.7648055634344733)
(26, -0.7656280242472139)
(27, -0.78480758246330495)
(28, -0.76507460525861894)
(29, -0.7690688562515952)
(30, -0.7648613002877131)
(31, -0.7653479054575012)
(32, -0.7737152889071162)
(33, -0.7650666666874013)
(34, -0.76586432557151625)
(35, -0.7647131048440912)
(36, -0.7647639668509942)
(37, -0.7653429776452693)
(38, -0.7647285334599339)
(39, -0.764729581575342)
(40, -0.76479466397152045)
(41, -0.7648072593270538)
(42, -0.7658015219069846)
(43, -0.7648051711720765)
(44, -0.7656373073163966)
(45, -0.7651223215376856)
(46, -0.7647642884830056)
(47, -0.7669320271338595)
(48, -0.77227448424676375)
(49, -0.7655893367799724)
(50, -0.7658703608517971)
(51, -0.7647179181936174)
(52, -0.764800349264512)
(53, -0.76473476018531095)
(54, -0.7647409371423432)
(55, -0.7647217500176961)
(56, -0.7648572135209282)
(57, -0.76497033697103625)
(58, -0.7647658459368863)
(59, -0.7661599945618214)
(60, -0.7658106128777042)
(61, -0.7648441687239924)
(62, -0.7647680642933899)
(63, -0.76488921644777115)
(64, -0.7647515294688816)
(65, -0.7647954590072956)
(66, -0.76502549352253375)
(67, -0.7651494824687823)
(68, -0.76491164335979)
(69, -0.7647142584016656)
(70, -0.7647138137734405)
(71, -0.76517859238630095)
(72, -0.7649034625517402)
(73, -0.7649928349524156)
(74, -0.7673215997849692)
(75, -0.7648692574134348)
(76, -0.7660801600485936)
(77, -0.7649760550626329)
(78, -0.764732887988065)
(79, -0.7653598780207005)
(80, -0.76480746311402505)
(81, -0.76482026917324895)
(82, -0.7648924863390402)
(83, -0.76493853010486355)
(84, -0.7647779508968842)
(85, -0.7647132207883509)
(86, -0.7647573075877787)
(87, -0.7648011216196171)
(88, -0.7647174962701442)
(89, -0.7647485861929301)
(90, -0.7647545227307109)
(91, -0.7647181791411164)
(92, -0.7647662826647075)
(93, -0.7648017398917499)
(94, -0.7647132401682175)
(95, -0.7661783422767957)
(96, -0.7651185336060767)
(97, -0.7647489361235479)
(98, -0.7660787206456412)
(99, -0.7647525140101859)
(100, -0.7647633234512551)
(101, -0.7647725301678566)
(102, -0.7647152520189952)
(103, -0.7647224384817715)
(104, -0.7647305660716718)
(105, -0.76479777764147805)
(106, -0.7650723774051006)
(107, -0.7649368238011764)
(108, -0.7647229971876445)
(109, -0.7647310216015189)
(110, -0.7647636389189348)
(111, -0.764757182895158)
(112, -0.7649021082405099)
(113, -0.7659929965181643)
(114, -0.764713713785364)
(115, -0.7647134424686865)
(116, -0.7651740419502442)
(117, -0.7647242770546008)
(118, -0.7647754166124578)
(119, -0.7648850675554797)
(120, -0.7647176804859274)
(121, -0.7647513246951263)
(122, -0.7651580049520497)
(123, -0.7654584141831339)
(124, -0.7647951951527293)
(125, -0.7647480402001179)
(126, -0.7649168822917684)
(127, -0.7647325613163684)
(128, -0.7648794183112344)
(129, -0.7647378764965147)
(130, -0.7647431248323212)
(131, -0.76472861657469515)
(132, -0.7647289543383959)
(133, -0.7647277908261486)
(134, -0.7647449776423496)
(135, -0.7648340023538395)
(136, -0.7647234216641017)
(137, -0.7647353787218137)
(138, -0.76484272286330395)
(139, -0.7647381345797122)
(140, -0.7647151536751945)
(141, -0.7653550486761333)
(142, -0.7647549897128076)
(143, -0.7648899340984087)
(144, -0.7647295039524256)
(145, -0.7647149022602093)
(146, -0.7648146829007299)
(147, -0.7650484599360876)
(148, -0.7647135064203358)
(149, -0.7656782654167824)
(150, -0.765070830493681)
(151, -0.7647487011317164)
(152, -0.7647133683819167)
(153, -0.7647481975472353)
(154, -0.7649916333482782)
(155, -0.76471625888589045)
(156, -0.7647473919116983)
(157, -0.76493476759177526)
(158, -0.7647530225673691)
(159, -0.7647402833365515)
(160, -0.7648884672999802)
(161, -0.7647449122328023)
(162, -0.7647140192981727)
(163, -0.7647189563081028)
(164, -0.7647927654986663)
(165, -0.76471411390382045)
(166, -0.764739834689345)
(167, -0.76477890975233365)
(168, -0.7647131745081506)
(169, -0.7650016771807511)
(170, -0.7647188983198998)
(171, -0.7648003459955472)
(172, -0.7647251633191697)
(173, -0.764723403044923)
(174, -0.7648684867909477)
(175, -0.7647267835880378)
(176, -0.76471314059930435)
(177, -0.7647132180998071)
(178, -0.7647136521509662)
(179, -0.764719194454776)
(180, -0.7647132147857288)
(181, -0.7647137294686733)
(182, -0.7647131685859538)
(183, -0.7647749687977328)
(184, -0.7648168762760729)
(185, -0.76476461268249984)
(186, -0.7648782247455731)
(187, -0.7647772890553306)
(188, -0.7647509098615068)
(189, -0.7647350494253047)
(190, -0.7647369636433652)
(191, -0.7647131534733727)
(192, -0.7647436505033024)
(193, -0.764729858798945)
(194, -0.7647142653401346)
(195, -0.7647208739153363)
(196, -0.76473302861050065)
(197, -0.7647870354660821)
(198, -0.7647527626164557)
(199, -0.7647131187728945)
(200, -0.7647162791879797)
(201, -0.7647149814461891)
(202, -0.76473297763440655)
(203, -0.7647727920809679)
(204, -0.7647150322016678)
(205, -0.7647157086527169)
(206, -0.7649467080592871)
(207, -0.7647367489443386)
(208, -0.7647134752433448)
(209, -0.7647568733617717)
(210, -0.7647258946263822)
(211, -0.7647148815894354)
(212, -0.7653453361499825)
(213, -0.7647139180281641)
(214, -0.7647131103961719)
(215, -0.7647336663182777)
(216, -0.76479586392643135)
(217, -0.7647156901937361)
(218, -0.7648040216379847)
(219, -0.76471318049022585)
(220, -0.7647133906375817)
(221, -0.7647309446154054)
(222, -0.7647325941676499)
(223, -0.764713101201211)
(224, -0.7669705085357869)
(225, -0.7647226793641902)
(226, -0.7647514075450346)
(227, -0.76471733634691965)
(228, -0.7649065438669098)
(229, -0.7647135178506577)
(230, -0.7647501522112883)
(231, -0.7648310954635296)
(232, -0.765062730882029)
(233, -0.7647225400380194)
(234, -0.7647131828572309)
(235, -0.764750592940084)
(236, -0.7647158574459674)
(237, -0.7647149670544593)
(238, -0.76474260925317985)
(239, -0.76472231539211215)
(240, -0.7647184839845384)
(241, -0.7647175529272008)
(242, -0.7647132013425413)
(243, -0.7647167278587734)
(244, -0.764762325516789)
(245, -0.7647134544001609)
(246, -0.7648538216454547)
(247, -0.7647131293013427)
(248, -0.76472130265774965)
(249, -0.7647336913077886)
(250, -0.7647137268025183)
(251, -0.76478454701277165)
(252, -0.7647284187616599)
(253, -0.7647439639425738)
(254, -0.7647225461152047)
(255, -0.7647677622618289)
(256, -0.7647230327033526)
(257, -0.7647155108554916)
(258, -0.76471342850058015)
(259, -0.764881992940105)
(260, -0.7647162836359261)
(261, -0.7647160397576613)
(262, -0.7647150140679525)
(263, -0.7647133742776596)
(264, -0.764726748193025)
(265, -0.7647703298769663)
(266, -0.7647135905665028)
(267, -0.7647212173716699)
(268, -0.7648075327389883)
(269, -0.764723003006392)
(270, -0.76471315847198476)
(271, -0.76480224982389196)
(272, -0.7647751890949266)
(273, -0.7647147162637012)
(274, -0.7647162903574454)
(275, -0.7647186688940145)
(276, -0.7650359645037277)
(277, -0.7647239319206509)
(278, -0.7647165209422237)
(279, -0.7647721025091947)
(280, -0.7647144277546108)
(281, -0.7647141708753651)
(282, -0.7647625009320457)
(283, -0.7648159575812073)
(284, -0.764790031856014)
(285, -0.7647131216327963)
(286, -0.7647131084913454)
(287, -0.7647737132901835)
(288, -0.7647464430729364)
(289, -0.7647133484003952)
(290, -0.7647145442381959)
(291, -0.7647168887613173)
(292, -0.764726477503908)
(293, -0.7654086990024833)
(294, -0.7647216316305318)
(295, -0.7647152230375195)
(296, -0.7647141205464241)
(297, -0.7647164318018849)
(298, -0.7647438783329587)
(299, -0.7647414451646103)
(300, -0.7647220948073464)
(301, -0.7649493156751344)
(302, -0.7648717209958182)
(303, -0.7647297093045726)
(304, -0.7647134773200541)
(305, -0.7647470873534147)
(306, -0.7647738853709836)
(307, -0.7647135080027326)
(308, -0.7647377298442301)
(309, -0.7647162060516894)
(310, -0.764715195539716)
(311, -0.76472762458744405)
(312, -0.7647348428697992)
(313, -0.7647214521911366)
(314, -0.7647399451873966)
(315, -0.764758543440454)
(316, -0.7647131158545882)
(317, -0.7648091596418482)
(318, -0.7647132193463115)
(319, -0.76471319121471275)
(320, -0.7647139897731105)
(321, -0.7647163063741839)
(322, -0.7647466841207553)
(323, -0.76472529845651565)
(324, -0.7647182788473508)
(325, -0.7649231731807685)
(326, -0.76473443896148545)
(327, -0.7647404388970465)
(328, -0.7647153068132226)
(329, -0.7647131715886619)
(330, -0.7647132248325974)
(331, -0.764713183701814)
(332, -0.7647135403814605)
(333, -0.7647281806536981)
(334, -0.7647133159885769)
(335, -0.7647142908768174)
(336, -0.7647134828172348)
(337, -0.76472436764426845)
(338, -0.76473332997412875)
(339, -0.7647374822183654)
(340, -0.7647165565039611)
(341, -0.7647196022884234)
(342, -0.7647288119370312)
(343, -0.7647293433455015)
(344, -0.7647280149890932)
(345, -0.7647681507918591)
(346, -0.7647176357046934)
(347, -0.764817838960192)
(348, -0.7647134704705625)
(349, -0.7647193844249173)
(350, -0.7647218858914126)
(351, -0.7647136399468074)
(352, -0.7647151153645726)
(353, -0.7647306960966475)
(354, -0.7647192298791321)
(355, -0.7647172780251676)
(356, -0.7647166357927286)
(357, -0.7650276791680735)
(358, -0.7647145875265107)
(359, -0.7647249609683932)
(360, -0.7647139613385491)
(361, -0.7647258773635521)
(362, -0.7647176688168148)
(363, -0.7647210597105644)
(364, -0.7647131322699526)
(365, -0.7647213775095334)
(366, -0.7647230652848361)
(367, -0.7647474560580918)
(368, -0.7647166272542147)
(369, -0.7647133924282336)
(370, -0.7648447094761455)
(371, -0.7647135324434252)
(372, -0.76473565083293344)
(373, -0.7647142043716919)
(374, -0.7647177222144919)
(375, -0.764721210061014)
(376, -0.7647391207595859)
(377, -0.7647208703178627)
(378, -0.7647278535030683)
(379, -0.76471809804369855)
(380, -0.7647213973137465)
(381, -0.76471325110603665)
(382, -0.7647210222244038)
(383, -0.76471309893889945)
(384, -0.76474443496359505)
(385, -0.7647352074704603)
(386, -0.7647354019720574)
(387, -0.7647131548571473)
(388, -0.76471879775525196)
(389, -0.7647161572469518)
(390, -0.76471341872777785)
(391, -0.764715502937808)
(392, -0.76472418437999)
(393, -0.7647159584015618)
(394, -0.7647192832593639)
(395, -0.7647219027708978)
(396, -0.7647166803273144)
(397, -0.76471425980011425)
(398, -0.7647150373619343)
(399, -0.76472580507795875)
(400, -0.7647245966917655)
(401, -0.7647132485416332)
(402, -0.7647198170685964)
(403, -0.7647166388487648)
(404, -0.7647247622023876)
(405, -0.7647133814285144)
(406, -0.7647338331287475)
(407, -0.7647133662799185)
(408, -0.7647285839868903)
(409, -0.7647132179253006)
(410, -0.7647230261885092)
(411, -0.7647140468424443)
(412, -0.7647529414224579)
(413, -0.7648076952535842)
(414, -0.7647138672737558)
(415, -0.7647300312490412)
(416, -0.7647318290706274)
(417, -0.7647132411293704)
(418, -0.7648546971203533)
(419, -0.7647135832129418)
(420, -0.76471509104056565)
(421, -0.7647131991304207)
(422, -0.7647278230094987)
(423, -0.7647539088798588)
(424, -0.76471680015723535)
(425, -0.7647317812418528)
(426, -0.764719768572974)
(427, -0.7647146052063661)
(428, -0.7647133717666062)
(429, -0.764766034061083)
(430, -0.7647136366263755)
(431, -0.7647134894589676)
(432, -0.764713976583791)
(433, -0.7647256690760237)
(434, -0.7647133146968368)
(435, -0.76471723659484425)
(436, -0.7647187991540232)
(437, -0.7647228454703487)
(438, -0.7647131888429239)
(439, -0.7647461127022936)
(440, -0.7647578434378737)
(441, -0.7647138468669851)
(442, -0.7647140958459044)
(443, -0.7647806573416393)
(444, -0.7647132314481286)
(445, -0.7647202849382648)
(446, -0.7647132525684871)
(447, -0.7647491716279227)
(448, -0.7647147885768508)
(449, -0.7647133118983479)
(450, -0.7647130988814922)
(451, -0.7647138187610523)
(452, -0.7647184086045115)
(453, -0.7647181502811019)
(454, -0.7647136899655557)
(455, -0.7647153913797933)
(456, -0.7647226916801763)
(457, -0.7647161449780327)
(458, -0.7647215982131062)
(459, -0.7647134989769022)
(460, -0.764734045402302)
(461, -0.7647727204205406)
(462, -0.7647354737396789)
(463, -0.76471925558167335)
(464, -0.7647197751768797)
(465, -0.7647131439097166)
(466, -0.7647130996682208)
(467, -0.7647249254411548)
(468, -0.764733697751582)
(469, -0.7647170903289563)
(470, -0.7647131026555584)
(471, -0.7647376950874246)
(472, -0.7647350342785234)
(473, -0.7647140492003523)
(474, -0.764713912738317)
(475, -0.76473615979900345)
(476, -0.7647324204925127)
(477, -0.76480611613609994)
(478, -0.76471349612316)
(479, -0.7647145905072751)
(480, -0.7647131433875529)
(481, -0.7647273967187164)
(482, -0.7647189653537708)
(483, -0.7647139259224957)
(484, -0.76471398844695315)
(485, -0.7647132590300366)
(486, -0.764714118869605)
