(1, 0.0)
(2, 78.13664503830184)
(3, 39.55133073008668)
(4, 31.982070861217245)
(5, 13.930857048450957)
(6, 9.123623800802774)
(7, 16.231364334188196)
(8, 2.666561918184482)
(9, 5.585527769215639)
(10, 5.667626791000808)
(11, 6.464235816642736)
(12, 6.152471172812902)
(13, 4.235675969518251)
(14, 6.4080701696153906)
(15, 6.068059240194959)
(16, 3.142066577622955)
(17, 3.1576996962987107)
(18, 2.4321117310042975)
(19, 5.276384007037363)
(20, 3.7014747613803167)
(21, 3.6954479895450754)
(22, 3.4113236113254946)
(23, 3.2515929528296144)
(24, 2.717293182471843)
(25, 3.277721647341189)
(26, 2.4647033389103634)
(27, 3.6518039769316655)
(28, 3.041854809055547)
(29, 1.8535021144085058)
(30, 4.095927766381579)
(31, 2.7480682801251834)
(32, 2.1258567888369924)
(33, 2.1025610921331634)
(34, 2.4164971612598105)
(35, 1.6794686580597036)
(36, 2.002764996953444)
(37, 2.0995199580781527)
(38, 2.147325385494274)
(39, 2.009836375094405)
(40, 1.670438158792195)
(41, 2.285602870892976)
(42, 2.1315805174333047)
(43, 1.8350073737749726)
(44, 2.1842931268423853)
(45, 1.649605887441328)
(46, 1.6645859969333328)
(47, 1.5386616124087646)
(48, 1.2318844713883559)
(49, 1.6774374303765542)
(50, 1.3137612150347229)
(51, 1.7258070943771917)
(52, 1.547298867134109)
(53, 1.2010779890864958)
(54, 1.0661683685387662)
(55, 1.6487921171075268)
(56, 1.0877228218121344)
(57, 1.5193638624302817)
(58, 1.7386762906876172)
(59, 1.2724115639588238)
(60, 1.4776243863431635)
(61, 1.4685082411039319)
(62, 1.334827460355353)
(63, 1.5637259742170646)
(64, 1.1083050991105339)
(65, 1.0116880507864747)
(66, 1.2163256721289273)
(67, 0.8813189020478138)
(68, 1.3007989678957153)
(69, 0.9134071288662188)
(70, 1.0961030176457878)
(71, 0.9842385031603109)
(72, 1.0085352330018136)
(73, 1.125504216902551)
(74, 1.2387579244603268)
(75, 1.123574048910926)
(76, 1.4580149780649685)
(77, 1.0389603229937185)
(78, 0.7435277592232452)
(79, 0.8858429657231471)
(80, 0.9477010509704169)
(81, 0.6876118163737457)
(82, 1.0734240764165608)
(83, 0.6802476087267251)
(84, 0.876639644377106)
(85, 0.982371890399221)
(86, 0.9398675532760203)
(87, 0.9830001341682933)
(88, 1.0067048998687234)
(89, 0.7783906103127298)
(90, 0.8572128538699827)
(91, 0.8713758931279573)
(92, 1.046481176871539)
(93, 0.6105637352930792)
(94, 0.9932404057294426)
(95, 0.9746788297010615)
(96, 0.7117148365482046)
(97, 0.9266957333306519)
(98, 0.9156194462456866)
(99, 0.8222922819499541)
(100, 0.8857271247921382)
(101, 0.634829870475819)
(102, 0.6514334034240931)
(103, 0.7598710315936638)
(104, 0.8324075010969688)
(105, 0.6444810501997551)
(106, 0.7103079501028028)
(107, 0.7543786248206893)
(108, 0.6720575827128451)
(109, 0.6674691013823424)
(110, 0.621858681430033)
(111, 0.6557512961497906)
(112, 0.578098154428899)
(113, 0.7095686317101629)
(114, 0.8243879186335835)
(115, 0.8017429292746485)
(116, 0.5566961475944721)
(117, 0.6234913947217984)
(118, 0.6440227423043683)
(119, 0.6588611305749856)
(120, 0.8077436706005753)
(121, 0.587395118412313)
(122, 0.8658926646785728)
(123, 0.5658866200838133)
(124, 0.5715129602604386)
(125, 0.7085545422151664)
(126, 0.5698469231046086)
(127, 0.4745606544659716)
(128, 0.3977261063207427)
(129, 0.5860870085947613)
(130, 0.6874547286808143)
